ID;ValorDecimal;Texto;URL;Timestamp;Booleano
11;88.58439200970608;Texto381;https://www.example.com;20241113082016.109;False
37;12.413855906614527;Texto896;https://www.pagina.com;20241113082016.109;True
3;49.3204815983178;Texto179;https://www.demo.com;20241113082016.109;False
2;81.71674849197456;Texto752;https://www.example.com;20241113082016.109;False
16;91.48393751623908;Texto709;https://www.example.com;20241113082016.109;False
27;29.365659099698203;Texto204;https://www.site.com;20241113082016.109;True
40;28.27370489405237;Texto632;https://www.demo.com;20241113082016.109;False
24;74.80634470833208;Texto697;https://www.demo.com;20241113082016.109;False
13;4.589606540444622;Texto529;https://www.teste.com;20241113082016.109;True
45;51.339784793127684;Texto306;https://www.pagina.com;20241113082016.109;False
11;32.49054266657728;Texto74;https://www.teste.com;20241113082016.109;True
18;56.51148182477144;Texto699;https://www.example.com;20241113082016.109;True
3;62.6705369645945;Texto934;https://www.site.com;20241113082016.109;False
23;67.08299022987906;Texto497;https://www.pagina.com;20241113082016.109;True
49;79.60572818381945;Texto747;https://www.pagina.com;20241113082016.109;True
39;98.82388258758989;Texto452;https://www.example.com;20241113082016.109;True
35;37.72099933264338;Texto217;https://www.demo.com;20241113082016.109;False
10;75.4394515634708;Texto960;https://www.example.com;20241113082016.109;False
13;98.734723699227;Texto35;https://www.site.com;20241113082016.109;False
13;81.65653500043668;Texto581;https://www.site.com;20241113082016.109;False
42;71.39156960097259;Texto814;https://www.demo.com;20241113082016.109;True
48;89.4700996163916;Texto309;https://www.example.com;20241113082016.109;False
12;21.62981814378776;Texto7;https://www.teste.com;20241113082016.109;False
16;25.748181243622703;Texto457;https://www.site.com;20241113082016.109;False
35;99.66139438532858;Texto671;https://www.example.com;20241113082016.109;False
38;35.94191077977014;Texto392;https://www.site.com;20241113082016.109;True
38;23.855603902670328;Texto668;https://www.site.com;20241113082016.109;True
16;57.82352209247496;Texto95;https://www.demo.com;20241113082016.109;True
50;21.33416190200199;Texto224;https://www.teste.com;20241113082016.110;False
4;38.58981539163457;Texto84;https://www.pagina.com;20241113082016.110;True
6;55.58808134734596;Texto107;https://www.pagina.com;20241113082016.110;False
29;94.01742086605952;Texto126;https://www.example.com;20241113082016.110;True
41;53.50599981871243;Texto890;https://www.example.com;20241113082016.110;True
21;48.315720912766444;Texto820;https://www.demo.com;20241113082016.110;False
36;45.85607851884894;Texto374;https://www.site.com;20241113082016.110;True
7;17.433481862425733;Texto876;https://www.pagina.com;20241113082016.110;True
45;27.174686424926733;Texto642;https://www.site.com;20241113082016.110;True
38;8.416409139832506;Texto548;https://www.pagina.com;20241113082016.110;False
5;98.0503630996466;Texto652;https://www.demo.com;20241113082016.110;True
40;42.44847775315718;Texto732;https://www.pagina.com;20241113082016.110;False
22;23.200018770206757;Texto572;https://www.demo.com;20241113082016.110;False
13;89.41248826209255;Texto393;https://www.example.com;20241113082016.110;True
34;41.38455752209271;Texto898;https://www.teste.com;20241113082016.110;False
24;30.029164720481344;Texto158;https://www.demo.com;20241113082016.110;True
7;34.40732577248498;Texto655;https://www.teste.com;20241113082016.110;True
