ID;ValorDecimal;Texto;URL;Timestamp;Booleano
45;44.93035809436235;Texto757;https://www.pagina.com;20241113082016.088;True
45;11.922124672292735;Texto854;https://www.pagina.com;20241113082016.088;True
13;8.282024824791892;Texto618;https://www.site.com;20241113082016.088;False
32;95.87803822073383;Texto556;https://www.teste.com;20241113082016.088;False
12;78.76346015003347;Texto517;https://www.example.com;20241113082016.088;True
26;71.89951851837155;Texto106;https://www.site.com;20241113082016.088;False
21;42.91384554712785;Texto455;https://www.demo.com;20241113082016.088;True
50;24.696114124422916;Texto430;https://www.demo.com;20241113082016.088;False
5;63.01388920008134;Texto673;https://www.example.com;20241113082016.088;True
13;73.17811464660426;Texto888;https://www.pagina.com;20241113082016.088;False
23;52.122252056396476;Texto385;https://www.site.com;20241113082016.088;True
34;13.189680686694707;Texto857;https://www.pagina.com;20241113082016.088;False
11;96.01395694857386;Texto387;https://www.site.com;20241113082016.088;True
14;15.099956171349612;Texto828;https://www.pagina.com;20241113082016.088;True
33;9.537621171283563;Texto941;https://www.pagina.com;20241113082016.088;False
32;28.456999078382168;Texto632;https://www.pagina.com;20241113082016.088;True
8;4.797045209413415;Texto350;https://www.demo.com;20241113082016.088;False
16;87.64670826711773;Texto962;https://www.teste.com;20241113082016.088;True
37;54.35975712584508;Texto113;https://www.example.com;20241113082016.088;False
38;48.832134465102804;Texto508;https://www.teste.com;20241113082016.088;False
44;69.2363129667555;Texto144;https://www.demo.com;20241113082016.088;True
19;90.40367107456625;Texto143;https://www.example.com;20241113082016.088;True
7;2.749663457698188;Texto983;https://www.example.com;20241113082016.088;True
38;70.16052804419036;Texto383;https://www.site.com;20241113082016.088;False
33;13.625764338815603;Texto449;https://www.teste.com;20241113082016.088;True
8;3.66783537000245;Texto948;https://www.pagina.com;20241113082016.088;True
29;86.69926464327085;Texto613;https://www.teste.com;20241113082016.088;False
19;31.102778490812018;Texto938;https://www.teste.com;20241113082016.088;True
44;57.10061722740686;Texto290;https://www.site.com;20241113082016.088;True
37;15.212668421481885;Texto552;https://www.example.com;20241113082016.088;False
34;10.667927371545154;Texto560;https://www.site.com;20241113082016.088;True
14;16.00418261126806;Texto177;https://www.pagina.com;20241113082016.088;False
18;83.14212364198592;Texto72;https://www.demo.com;20241113082016.088;False
38;31.958454318785854;Texto109;https://www.teste.com;20241113082016.088;False
9;56.65872351219199;Texto185;https://www.teste.com;20241113082016.088;False
20;90.8323988995676;Texto834;https://www.demo.com;20241113082016.088;True
11;93.11692391413332;Texto538;https://www.demo.com;20241113082016.088;False
20;67.07794021102755;Texto876;https://www.teste.com;20241113082016.088;True
30;75.09354412699628;Texto84;https://www.pagina.com;20241113082016.088;True
34;43.552869224716524;Texto686;https://www.site.com;20241113082016.088;False
22;58.42251648849866;Texto977;https://www.teste.com;20241113082016.088;True
25;76.02969111049222;Texto111;https://www.demo.com;20241113082016.088;True
28;36.35178721776368;Texto252;https://www.pagina.com;20241113082016.088;False
24;26.949053706799464;Texto327;https://www.example.com;20241113082016.088;False
